dt,vix,sp500,sp500_volume,djia,djia_volume,hsi,ads,us3m,joblessness,epu,GPRD,prev_day,sp500_pct_change,djia_pct_change
2005-03-22,14.27,1171.709961,2114470000.0,10470.51,308.69,13776.469727,-0.244398,2.89,2,57.5579568334513,78.4225311279297,1183.780029,-1.0196208505220516,-0.8980264808019278
2005-03-23,14.06,1172.530029,2246870000.0,10456.02,327.49,13603.610352,-0.229221,2.83,2,57.5579568334513,96.9962158203125,1171.709961,0.06998899277941284,-0.1383886744771745
2005-03-24,13.42,1171.420044,1721720000.0,10442.87,238.11,13597.099609,-0.211813,2.84,2,57.5579568334513,124.652267456055,1172.530029,-0.09466580578296746,-0.12576487038088446
2005-03-28,13.75,1174.280029,1746220000.0,10485.65,213.82,13597.099609,-0.120604,2.84,3,57.5579568334513,88.2281951904297,1171.420044,0.24414683824549588,0.40965749836969767
2005-03-29,14.49,1165.359985,2223250000.0,10405.7,301.96,13411.879883,-0.0936735,2.84,3,57.5579568334513,85.9960479736328,1174.280029,-0.7596181302339078,-0.7624706146018512
2005-03-30,13.64,1181.410034,2097110000.0,10540.93,276.06,13425.75,-0.0653343,2.83,3,57.5579568334513,88.4137268066406,1165.359985,1.3772610357819959,1.2995761938168426
2005-03-31,14.02,1180.589966,2214230000.0,10503.76,259.25,13516.879883,-0.0355747,2.79,3,57.5579568334513,82.8769836425781,1181.410034,-0.06941434187954787,-0.35262543248081313
2005-04-01,14.09,1172.920044,2168690000.0,10404.3,318.81,13491.349609,-0.00438307,2.8,3,74.5659716964371,115.72289276123,1180.589966,-0.6496685742626407,-0.9468990152098011
2005-04-04,14.11,1176.119995,2079770000.0,10421.14,293.8,13513.410156,0.0778992,2.8,2,74.5659716964371,99.5192031860352,1172.920044,0.2728191931214097,0.16185615562795963
2005-04-05,13.68,1181.390015,1870800000.0,10458.46,271.69,13513.410156,0.101313,2.79,2,74.5659716964371,109.895614624023,1176.119995,0.4480852313032857,0.3581182097160074
2005-04-06,13.15,1184.069946,1797400000.0,10486.02,237.57,13562.259766,0.1227,2.76,2,74.5659716964371,121.225875854492,1181.390015,0.2268455773261513,0.2635187207294498
2005-04-07,12.33,1191.140015,1900620000.0,10546.32,283.34,13602.349609,0.14207,2.77,2,74.5659716964371,114.947143554688,1184.069946,0.5970989318565101,0.5750513540885738
2005-04-08,12.62,1181.199951,1661330000.0,10461.34,201.11,13666.719727,0.159429,2.79,2,74.5659716964371,67.4314041137695,1191.140015,-0.8345000482583798,-0.8057786981620074
2005-04-11,11.98,1181.209961,1525310000.0,10448.56,192.72,13659.929688,0.199324,2.76,2,74.5659716964371,84.2502746582031,1181.199951,0.0008474433131677728,-0.12216408223039155
2005-04-12,11.3,1187.76001,1979830000.0,10507.97,267.07,13658.049805,0.208332,2.76,2,74.5659716964371,78.3483428955078,1181.209961,0.5545202983604058,0.5685950982719179
2005-04-13,13.31,1173.790039,2049740000.0,10403.93,274.85,13799.620117,0.215171,2.77,2,74.5659716964371,75.7158355712891,1187.76001,-1.1761610832477842,-0.9901056055546364
2005-04-14,14.53,1162.050049,2355040000.0,10278.75,303.78,13772.400391,0.219844,2.78,2,74.5659716964371,70.7030258178711,1173.790039,-1.000178022468301,-1.2031991756961125
2005-04-15,17.74,1142.619995,2689960000.0,10087.51,417.36,13638.75,0.222351,2.79,2,74.5659716964371,100.554954528809,1162.050049,-1.6720496691790876,-1.8605375167213944
2005-04-18,16.56,1145.97998,2180670000.0,10071.25,301.22,13355.230469,0.218054,2.9,2,74.5659716964371,129.308044433594,1142.619995,0.29405970617555344,-0.1611894312868123
2005-04-19,14.96,1152.780029,2142700000.0,10127.41,285.96,13444.089844,0.214229,2.91,2,74.5659716964371,112.514785766602,1145.97998,0.5933828791668816,0.557626908278519
2005-04-20,16.92,1137.5,2217050000.0,10012.36,323.91,13501.629883,0.2094,2.87,2,74.5659716964371,80.1658554077148,1152.780029,-1.3254939030523438,-1.13602589408347
2005-04-21,14.41,1159.949951,2308560000.0,10218.6,287.55,13597.30957,0.203564,2.88,2,74.5659716964371,62.2344055175781,1137.5,1.9736220659340775,2.0598540204307403
2005-04-22,15.38,1152.119995,2045880000.0,10157.71,273.54,13693.549805,0.196719,2.93,2,74.5659716964371,89.5288619995117,1159.949951,-0.6750253313300147,-0.5958741902021947
2005-04-25,14.62,1162.099976,1795030000.0,10242.47,231.21,13750.230469,0.170426,2.93,2,74.5659716964371,75.2001724243164,1152.119995,0.8662275668603447,0.8344400460339907
2005-04-26,14.91,1151.829956,1959740000.0,10151.13,255.27,13859.580078,0.160161,2.91,2,74.5659716964371,100.774871826172,1162.099976,-0.8837466837706809,-0.89177708111422
2005-04-27,14.87,1156.380005,2151520000.0,10198.8,248.39,13839.639648,0.149193,2.89,2,74.5659716964371,92.9317626953125,1151.829956,0.39502784037681593,0.4696028915007533
2005-04-28,16.86,1143.219971,2182270000.0,10070.37,279.3,13909.419922,0.137518,2.88,2,74.5659716964371,106.529739379883,1156.380005,-1.138037145496995,-1.2592657959759834
2005-04-29,15.31,1156.849976,2362360000.0,10192.51,303.79,13908.969727,0.12513,2.9,2,74.5659716964371,82.6665725708008,1143.219971,1.1922469293532023,1.2128650685128584
2005-05-02,15.12,1162.160034,1980040000.0,10251.7,239.61,13908.969727,0.0850742,2.93,2,70.5081187312879,150.571258544922,1156.849976,0.45901007997255494,0.5807205487166511
2005-05-03,14.53,1161.170044,2167020000.0,10256.95,277.71,13893.980469,0.0726451,2.91,2,70.5081187312879,122.076698303223,1162.160034,-0.0851853420387072,0.05121101866032429
2005-05-04,13.85,1175.650024,2306480000.0,10384.64,275.24,13945.049805,0.0609072,2.87,2,70.5081187312879,128.55632019043,1161.170044,1.2470163241655285,1.2449119865066915
2005-05-05,13.98,1172.630005,1997100000.0,10340.38,236.46,14061.700195,0.0498558,2.81,2,70.5081187312879,76.8515701293945,1175.650024,-0.25688078410655013,-0.426206397140394
2005-05-06,14.05,1171.349976,1707200000.0,10345.4,230.41,14033.959961,0.0394866,2.87,2,70.5081187312879,99.6903457641602,1172.630005,-0.10915881348269041,0.04854753887189034
2005-05-09,13.75,1178.839966,1857020000.0,10384.34,204.6,14085.089844,0.0124622,2.91,2,70.5081187312879,134.970748901367,1171.349976,0.6394322920957762,0.3763991725791227
2005-05-10,14.91,1166.219971,1889660000.0,10281.11,234.91,14018.379883,0.00484293,2.9,2,70.5081187312879,98.4906158447266,1178.839966,-1.0705435312667433,-0.9940930285410543
2005-05-11,14.45,1171.109985,1834970000.0,10300.25,214.89,13939.799805,-0.00208212,2.87,2,70.5081187312879,92.7890090942383,1166.219971,0.4193046013272195,0.18616666877409038
2005-05-12,16.12,1159.359985,1995290000.0,10189.48,249.84,13968.280273,-0.00831572,2.88,2,70.5081187312879,139.610137939453,1171.109985,-1.003321647880917,-1.0754107910002197
2005-05-13,16.32,1154.050049,2188590000.0,10140.12,258.42,13866.80957,-0.0138603,2.83,2,70.5081187312879,97.4284591674805,1159.359985,-0.45800580222717935,-0.48442118734223216
2005-05-16,15.68,1165.689941,1856860000.0,10252.29,217.23,13866.80957,-0.0261639,2.89,2,70.5081187312879,103.402336120605,1154.050049,1.0086124089753623,1.106199926628082
2005-05-17,14.57,1173.800049,1887260000.0,10331.88,241.11,13667.030273,-0.0285378,2.88,2,70.5081187312879,70.7419281005859,1165.689941,0.6957345787030222,0.7763143648882087
2005-05-18,13.63,1185.560059,2266320000.0,10464.45,299.76,13627.009766,-0.0300138,2.86,2,70.5081187312879,99.6903457641602,1173.800049,1.0018750646686891,1.2831159479204324
2005-05-19,13.32,1191.079956,1775860000.0,10493.19,209.18,13698.929688,-0.0305924,2.87,2,70.5081187312879,88.9631118774414,1185.560059,0.465594042081352,0.2746441523443721
2005-05-20,13.14,1189.280029,1631750000.0,10471.91,232.25,13717.419922,-0.030274,2.9,2,70.5081187312879,115.293106079102,1191.079956,-0.1511172269277994,-0.2027981957822278
2005-05-23,12.95,1193.859985,1681170000.0,10523.56,225.29,13699.129883,-0.0229771,2.97,2,70.5081187312879,61.6291656494141,1189.280029,0.3851032463608295,0.49322425421913785
2005-05-24,12.69,1194.069946,1681000000.0,10503.68,204.65,13719.320313,-0.0171534,2.94,2,70.5081187312879,74.2583389282227,1193.859985,0.017586735684083088,-0.18890945649570057
2005-05-25,12.58,1190.01001,1742180000.0,10457.8,187.99,13562.05957,-0.00947143,2.95,2,70.5081187312879,97.1686477661133,1194.069946,-0.3400082226003964,-0.43679929320010746
2005-05-26,12.24,1197.619995,1654110000.0,10537.6,194.62,13569.990234,7.1813e-05,2.94,2,70.5081187312879,133.248901367188,1190.01001,0.6394891585828066,0.7630668018130171
2005-05-27,12.15,1198.780029,1381430000.0,10542.55,168.06,13714.780273,0.0114801,2.97,2,70.5081187312879,146.494415283203,1197.619995,0.09686160926196674,0.04697464318250688
2005-05-31,13.29,1191.5,1840680000.0,10467.48,240.78,13867.070313,0.0729696,2.99,3,70.5081187312879,137.532470703125,1198.780029,-0.6072864765750974,-0.7120668149546372
2005-06-01,12.36,1202.219971,1810100000.0,10549.87,233.1,13873.070313,0.090889,2.97,3,74.5613263030072,81.0138854980469,1191.5,0.8997038187159134,0.7871044415656892
2005-06-02,11.84,1204.290039,1813790000.0,10553.49,187.68,13814.580078,0.107793,2.97,3,74.5613263030072,82.8810348510742,1202.219971,0.1721871246472606,0.034313219025428054
2005-06-03,12.15,1196.02002,1627520000.0,10460.97,222.23,13818.450195,0.123688,3.01,3,74.5613263030072,46.5329971313477,1204.290039,-0.6867132278921106,-0.8766768149683246
2005-06-06,12.28,1197.51001,1547120000.0,10467.03,170.2,13860.549805,0.165252,3.02,2,74.5613263030072,121.007034301758,1196.02002,0.12457901833449192,0.057929618381491466
2005-06-07,12.39,1197.26001,1851370000.0,10483.07,213.99,13837.290039,0.176915,3.02,2,74.5613263030072,91.2014694213867,1197.51001,-0.020876652212697966,0.15324308805839681
2005-06-08,12.7,1194.670044,1715490000.0,10476.86,195.82,13898.549805,0.187468,3.02,2,74.5613263030072,90.1576843261719,1197.26001,-0.21632443899968212,-0.05923837196545323
2005-06-09,12.08,1200.930054,1824120000.0,10503.02,209.81,13898.30957,0.196917,2.99,2,74.5613263030072,111.630409240723,1194.670044,0.5239948914296244,0.2496931332479413
2005-06-10,11.96,1198.109985,1664180000.0,10512.63,217.1,13934.759766,0.205264,3.01,2,74.5613263030072,78.9377822875977,1200.930054,-0.23482375102588104,0.09149749310197741
2005-06-13,11.65,1200.819946,1661350000.0,10522.56,205.63,13952.019531,0.223411,3.03,2,74.5613263030072,113.594688415527,1198.109985,0.22618632962982943,0.0944578093207804
2005-06-14,11.79,1203.910034,1698150000.0,10547.57,192.03,13904.80957,0.226743,3.01,2,74.5613263030072,64.5095977783203,1200.819946,0.25733150172040364,0.23767980415412282
2005-06-15,11.46,1206.579956,1840440000.0,10566.37,220.85,13914.299805,0.228667,3.0,2,74.5613263030072,64.3514556884766,1203.910034,0.22177089023249774,0.17824010648899158
2005-06-16,11.15,1210.959961,1776040000.0,10578.65,217.73,13833.530273,0.229183,2.98,2,74.5613263030072,65.0054168701172,1206.579956,0.3630099255519159,0.11621777393748811
2005-06-17,11.48,1216.959961,2407370000.0,10623.07,373.4,13912.030273,0.22829,2.99,2,74.5613263030072,101.169166564941,1210.959961,0.4954746806860033,0.4199023504889654
2005-06-20,11.47,1216.099976,1714530000.0,10609.11,173.11,13945.769531,0.217235,3.02,2,74.5613263030072,59.3517189025879,1216.959961,-0.0706666634532005,-0.13141210591663954
2005-06-21,11.08,1213.609985,1720700000.0,10599.67,204.33,13979.349609,0.210851,3.02,2,74.5613263030072,81.0639495849609,1216.099976,-0.20475216258041273,-0.08898013122684567
2005-06-22,11.05,1213.880005,1823250000.0,10587.93,198.81,14161.019531,0.203125,3.03,2,74.5613263030072,106.26936340332,1213.609985,0.02224932254490941,-0.11075816511268988
2005-06-23,12.13,1200.72998,2029920000.0,10421.44,288.03,14190.44043,0.194054,3.07,2,74.5613263030072,91.9427947998047,1213.880005,-1.0833051822119688,-1.5724508945563431
2005-06-24,12.18,1191.569946,2418800000.0,10297.84,343.15,14230.290039,0.183636,3.09,2,74.5613263030072,71.3019027709961,1200.72998,-0.7628720988543947,-1.1860165197899786
2005-06-27,12.52,1190.689941,1738620000.0,10290.78,220.51,14176.040039,0.145411,3.15,2,74.5613263030072,156.499267578125,1191.569946,-0.07385256761083259,-0.06855806654598728
2005-06-28,11.58,1201.569946,1772410000.0,10405.63,215.35,14287.44043,0.131876,3.14,2,74.5613263030072,99.2777481079102,1190.689941,0.9137563546444794,1.116047568794576
2005-06-29,11.77,1199.849976,1769280000.0,10374.48,222.55,14277.280273,0.118128,3.13,2,74.5613263030072,77.9427719116211,1201.569946,-0.1431435602834319,-0.2993571749139612
2005-06-30,12.04,1191.329956,2109490000.0,10274.97,301.81,14201.05957,0.104163,3.13,2,74.5613263030072,110.418930053711,1199.849976,-0.7100904421737386,-0.9591806047146489
2005-07-01,11.4,1194.439941,1593820000.0,10303.44,231.38,14201.05957,0.0899738,3.17,2,68.7164506806088,128.173309326172,1191.329956,0.2610515234958255,0.2770811009667362
2005-07-05,11.68,1204.98999,1805820000.0,10371.8,235.62,14124.799805,0.0462834,3.22,2,68.7164506806088,126.375411987305,1194.439941,0.8832632464690793,0.663467735047707
2005-07-06,12.27,1194.939941,1883470000.0,10270.68,237.21,14149.929688,0.0382793,3.19,2,68.7164506806088,83.537109375,1204.98999,-0.8340358910367329,-0.9749513102836449
2005-07-07,12.49,1197.869995,1952440000.0,10302.29,275.31,14030.80957,0.0314137,3.15,2,68.7164506806088,46.6558837890625,1194.939941,0.24520512700814123,0.3077693005721249
2005-07-08,11.45,1211.859985,1900810000.0,10449.14,249.26,13964.469727,0.0256841,3.17,2,68.7164506806088,469.202239990234,1197.869995,1.167905537194791,1.4254112435196253
2005-07-11,11.28,1219.439941,1846300000.0,10519.72,225.47,14157.240234,0.0141178,3.19,2,68.7164506806088,223.273559570312,1211.859985,0.6254811689322404,0.6754622868484939
2005-07-12,10.95,1222.209961,1932010000.0,10513.89,233.39,14146.950195,0.0105681,3.21,2,68.7164506806088,201.46223449707,1219.439941,0.22715509857158533,-0.055419726000316416
2005-07-13,10.84,1223.290039,1812500000.0,10557.39,216.66,14307.299805,0.00697348,3.22,2,68.7164506806088,224.737411499023,1222.209961,0.08837090471069953,0.41373839749132557
2005-07-14,10.81,1226.5,2048710000.0,10628.89,267.79,14491.540039,0.00333256,3.23,2,68.7164506806088,171.480484008789,1223.290039,0.2624039187488325,0.6772507220061064
2005-07-15,10.33,1227.920044,1716400000.0,10640.83,239.7,14504.290039,-0.000356113,3.26,2,68.7164506806088,154.661483764648,1226.5,0.11578018752547159,0.11233534263690448
2005-07-18,10.77,1221.130005,1582100000.0,10574.99,206.29,14567.0,-0.0112892,3.3,2,68.7164506806088,167.335891723633,1227.920044,-0.5529707763284986,-0.6187487254283752
2005-07-19,10.45,1229.349976,2041280000.0,10646.56,318.16,14567.740234,-0.0143154,3.31,2,68.7164506806088,175.068344116211,1221.130005,0.6731446255798135,0.676785509962663
2005-07-20,10.23,1235.199951,2063340000.0,10689.15,312.42,14602.700195,-0.0169622,3.3,2,68.7164506806088,190.303298950195,1229.349976,0.47585920317292363,0.4000353165717341
2005-07-21,10.97,1227.040039,2129840000.0,10627.77,281.75,14620.139648,-0.0192307,3.35,2,68.7164506806088,134.256256103516,1235.199951,-0.6606146635120824,-0.5742271368630703
2005-07-22,10.52,1233.680054,1766990000.0,10651.18,231.48,14786.459961,-0.0211218,3.38,2,68.7164506806088,190.586090087891,1227.040039,0.5411408584035549,0.22027198556235916
2005-07-25,11.1,1229.030029,1717580000.0,10596.48,190.25,14794.030273,-0.0244079,3.44,2,68.7164506806088,214.225936889648,1233.680054,-0.3769230916008559,-0.5135581221986762
2005-07-26,10.99,1231.160034,1934180000.0,10579.77,220.39,14769.929688,-0.0245361,3.43,2,68.7164506806088,211.9755859375,1229.030029,0.1733078077622796,-0.15769387570211402
2005-07-27,10.36,1236.790039,1945800000.0,10637.09,213.22,14801.860352,-0.0241593,3.4,2,68.7164506806088,188.036010742188,1231.160034,0.45729270318402016,0.5417887156337065
2005-07-28,10.52,1243.719971,2001680000.0,10705.55,220.17,14813.320313,-0.0232775,3.41,2,68.7164506806088,171.762756347656,1236.790039,0.5603159616003328,0.6435970740117813
2005-07-29,11.57,1234.180054,1789600000.0,10640.91,215.28,14880.980469,-0.0218903,3.42,2,68.7164506806088,169.949127197266,1243.719971,-0.7670470220341952,-0.6037989640887198
2005-08-01,12.08,1235.349976,1716870000.0,10623.15,192.79,14978.879883,-0.014828,3.48,2,64.3958595267183,184.259017944336,1234.180054,0.0947934619594859,-0.16690301863280244
2005-08-02,11.75,1244.119995,2043120000.0,10683.74,241.69,15137.080078,-0.0144447,3.49,2,64.3958595267183,160.586700439453,1235.349976,0.7099218173296062,0.5703581329455032
2005-08-03,11.83,1245.040039,1999980000.0,10697.59,237.65,15118.5,-0.016447,3.46,2,64.3958595267183,164.02033996582,1244.119995,0.07395138762318343,0.12963625097579534
2005-08-04,12.52,1235.859985,1981220000.0,10610.1,230.6,15111.540039,-0.0208357,3.47,2,64.3958595267183,170.343231201172,1245.040039,-0.7373300225246737,-0.8178477582333921
2005-08-05,12.48,1226.420044,1930280000.0,10558.03,218.24,15051.320313,-0.0276126,3.52,2,64.3958595267183,122.5712890625,1235.859985,-0.7638357997326151,-0.49075880528929305
2005-08-08,13.21,1223.130005,1804140000.0,10536.93,185.88,15108.94043,-0.0617279,3.54,2,64.3958595267183,173.496231079102,1226.420044,-0.26826363578251744,-0.1998478882897725
2005-08-09,12.4,1231.380005,1897520000.0,10615.67,207.46,15047.839844,-0.0769416,3.52,2,64.3958595267183,143.532012939453,1223.130005,0.6744990284168528,0.7472764837576085
2005-08-10,12.38,1229.130005,2172320000.0,10594.41,258.42,15346.410156,-0.0939897,3.51,2,64.3958595267183,136.882965087891,1231.380005,-0.18272182355275612,-0.20026997824913462
2005-08-11,12.42,1237.810059,1941560000.0,10685.89,234.25,15445.200195,-0.112879,3.51,2,64.3958595267183,113.523857116699,1229.130005,0.7061949480274832,0.8634742283902597
2005-08-12,12.74,1230.390015,1709300000.0,10600.31,218.89,15450.950195,-0.133617,3.52,2,64.3958595267183,149.439147949219,1237.810059,-0.5994493214891539,-0.8008691835682424
2005-08-15,12.26,1233.869995,1562880000.0,10634.38,173.34,15466.05957,-0.207564,3.54,2,64.3958595267183,120.230865478516,1230.390015,0.28283552024761516,0.3214056947391075
2005-08-16,13.52,1219.339966,1820410000.0,10513.45,232.52,15443.620117,-0.236899,3.54,2,64.3958595267183,90.1133728027344,1233.869995,-1.177598049946904,-1.1371607935770411
2005-08-17,13.3,1220.23999,1859150000.0,10550.71,235.03,15449.580078,-0.268688,3.52,2,64.3958595267183,94.321403503418,1219.339966,0.07381239236770032,0.3544031692736205
2005-08-18,13.42,1219.02002,1808170000.0,10554.93,213.9,15148.089844,-0.302944,3.5,2,64.3958595267183,80.3742599487305,1220.23999,-0.09997787402460379,0.03999730823802672
2005-08-19,13.42,1219.709961,1558790000.0,10559.23,219.83,15038.610352,-0.33968,3.52,2,64.3958595267183,130.340957641602,1219.02002,0.056598004026220394,0.04073925644223486
2005-08-22,13.42,1221.72998,1621330000.0,10569.89,215.57,15218.629883,-0.46464,3.53,2,64.3958595267183,94.3995971679688,1219.709961,0.16561470059193173,0.10095433095027584
2005-08-23,13.34,1217.589966,1678620000.0,10519.58,210.67,14973.889648,-0.510893,3.53,2,64.3958595267183,109.913566589355,1221.72998,-0.3388648938614125,-0.4759746790174657
2005-08-24,14.17,1209.589966,1930800000.0,10434.87,256.64,14873.849609,-0.559429,3.53,2,64.3958595267183,98.8317565917969,1217.589966,-0.6570356378906017,-0.8052602860570413
2005-08-25,13.73,1212.369995,1571110000.0,10450.63,188.1,14889.099609,-0.610268,3.54,2,64.3958595267183,114.226470947266,1209.589966,0.22983234634406102,0.15103206843973815
2005-08-26,13.72,1205.099976,1541090000.0,10397.29,192.1,14982.889648,-0.663429,3.55,2,64.3958595267183,109.433036804199,1212.369995,-0.5996534910945317,-0.5103998514921937
2005-08-29,13.52,1212.280029,1599450000.0,10463.05,202.97,14836.969727,-0.836876,3.54,2,64.3958595267183,113.666542053223,1205.099976,0.5958055881664093,0.6324725000456777
2005-08-30,13.65,1208.410034,1916470000.0,10412.82,234.65,14922.219727,-0.899178,3.54,2,64.3958595267183,97.8891220092773,1212.280029,-0.31923276037074677,-0.480070342777672
2005-08-31,12.6,1220.329956,2365510000.0,10481.6,281.2,14903.549805,-0.963732,3.52,2,64.3958595267183,91.2912368774414,1208.410034,0.986413689444765,0.6605319212278804
2005-09-01,13.15,1221.589966,2229860000.0,10459.63,278.99,15143.75,-1.03057,3.48,2,91.4060542592183,86.9582977294922,1220.329956,0.10325158321360384,-0.20960540375516423
2005-09-02,13.57,1218.02002,1640160000.0,10447.37,204.49,15221.889648,-1.09325,3.46,2,91.4060542592183,139.806900024414,1221.589966,-0.29223766561291553,-0.11721255914404205
2005-09-06,12.93,1233.390015,1932090000.0,10589.24,233.67,15160.780273,-1.29114,3.52,2,91.4060542592183,108.966049194336,1218.02002,1.2618836100904085,1.3579494169345896
2005-09-07,12.52,1236.359985,2067700000.0,10633.5,226.79,15224.570313,-1.32154,3.49,2,91.4060542592183,122.99829864502,1233.390015,0.24079731178949793,0.41797145026460925
2005-09-08,12.93,1231.670044,1955380000.0,10595.93,222.99,15166.169922,-1.34394,3.48,2,91.4060542592183,75.3427047729492,1236.359985,-0.3793345835274686,-0.3533173461230943
2005-09-09,11.98,1241.47998,1992560000.0,10678.56,247.14,15165.769531,-1.35835,3.49,2,91.4060542592183,101.751220703125,1231.670044,0.7964743518597883,0.7798277263062259
2005-09-12,11.65,1240.560059,1938050000.0,10682.94,201.19,15199.790039,-1.35787,3.51,4,91.4060542592183,113.720481872559,1241.47998,-0.07409873818505774,0.041016766305568275
2005-09-13,12.39,1231.199951,2082360000.0,10597.44,222.62,15070.55957,-1.34868,3.47,4,91.4060542592183,100.843849182129,1240.560059,-0.7545066385213905,-0.8003414790310526
2005-09-14,12.91,1227.160034,1986750000.0,10544.9,216.3,15086.620117,-1.33566,3.42,4,91.4060542592183,130.530242919922,1231.199951,-0.3281284243650928,-0.495780112932942
2005-09-15,12.49,1227.72998,2079340000.0,10558.75,225.35,15041.019531,-1.31882,3.45,4,91.4060542592183,109.034362792969,1227.160034,0.04644430915357045,0.13134311373270702
2005-09-16,11.22,1237.910034,3152470000.0,10641.94,546.94,14983.200195,-1.29813,3.5,4,91.4060542592183,93.9343643188477,1227.72998,0.8291769498045332,0.7878773529063521
2005-09-19,12.14,1231.02002,2076540000.0,10557.63,233.53,14983.200195,-1.216,3.58,4,91.4060542592183,161.864105224609,1237.910034,-0.5565843890720124,-0.7922427677660382
2005-09-20,12.64,1221.339966,2319250000.0,10481.52,244.56,15241.860352,-1.18592,3.61,4,91.4060542592183,148.462417602539,1231.02002,-0.7863441570998941,-0.7209004293577181
2005-09-21,13.79,1210.199951,2548150000.0,10378.03,266.65,15223.620117,-1.15497,3.41,4,91.4060542592183,142.573883056641,1221.339966,-0.9121141786987086,-0.9873567955792639
2005-09-22,13.33,1214.619995,2424720000.0,10422.05,254.26,15179.950195,-1.12314,3.47,4,91.4060542592183,105.244407653809,1210.199951,0.3652325383377786,0.4241652799230611
2005-09-23,12.96,1215.290039,1973020000.0,10419.59,238.03,15143.969727,-1.09042,3.48,4,91.4060542592183,117.308471679688,1214.619995,0.055164907770177685,-0.02360380155534969
2005-09-26,13.04,1215.630005,2022220000.0,10443.63,234.32,15274.30957,-0.982724,3.52,3,91.4060542592183,115.094650268555,1215.290039,0.027974062905977704,0.23071925094939605
2005-09-27,12.76,1215.660034,1976270000.0,10456.21,224.96,15189.879883,-0.938209,3.49,3,91.4060542592183,109.068542480469,1215.630005,0.002470241757479563,0.1204562015314492
2005-09-28,12.63,1216.890015,2106980000.0,10473.09,238.74,15221.459961,-0.888682,3.46,3,91.4060542592183,101.79093170166,1215.660034,0.10117804037308442,0.16143516627917798
2005-09-29,12.24,1227.680054,2176120000.0,10552.78,236.02,15431.25,-0.834125,3.54,3,91.4060542592183,83.7660827636719,1216.890015,0.8866897473885471,0.7609024652705187
2005-09-30,11.92,1228.810059,2097520000.0,10568.7,222.16,15428.519531,-0.774516,3.55,3,91.4060542592183,100.207321166992,1227.680054,0.09204393248209986,0.15086072106118564
2005-10-03,12.46,1226.699951,2097490000.0,10535.48,239.19,15394.389648,-0.580837,3.61,3,76.1636862500716,123.83430480957,1228.810059,-0.17171962294295628,-0.31432437291247783
2005-10-04,13.2,1214.469971,2341420000.0,10441.11,301.84,15382.209961,-0.51758,3.63,3,76.1636862500716,103.714172363281,1226.699951,-0.9969821870482898,-0.8957351729584118
2005-10-05,14.55,1196.390015,2546780000.0,10317.36,266.72,15161.030273,-0.455115,3.58,3,76.1636862500716,125.680076599121,1214.469971,-1.4887116546087098,-1.1852188129423014
2005-10-06,14.96,1191.48999,2792030000.0,10287.1,316.44,14839.299805,-0.393418,3.61,3,76.1636862500716,78.2283935546875,1196.390015,-0.4095675271913679,-0.2932920824707086
2005-10-07,14.59,1195.900024,2126080000.0,10292.31,237.34,14847.790039,-0.332466,3.63,3,76.1636862500716,140.385925292969,1191.48999,0.3701276583951918,0.05064595464221444
2005-10-10,15.55,1187.329956,2195990000.0,10238.76,236.54,14898.769531,-0.15533,3.63,3,76.1636862500716,92.5513687133789,1195.900024,-0.7166207733097285,-0.520291363163361
2005-10-11,15.63,1184.869995,2299040000.0,10253.17,261.0,14898.769531,-0.100113,3.73,3,76.1636862500716,86.908935546875,1187.329956,-0.20718427826813546,0.1407396989479226
2005-10-12,16.22,1177.680054,2491280000.0,10216.91,293.42,14575.019531,-0.0470222,3.7,3,76.1636862500716,63.4812622070312,1184.869995,-0.6068126486737602,-0.35364672584186074
2005-10-13,16.47,1176.839966,2351150000.0,10216.59,270.36,14621.830078,0.0039627,3.75,3,76.1636862500716,99.4293670654297,1177.680054,-0.07133414522446646,-0.0031320624337416447
2005-10-14,14.87,1186.569946,2188940000.0,10287.34,238.95,14485.879883,0.0528619,3.78,3,76.1636862500716,61.0745582580566,1176.839966,0.8267887122385575,0.6925011182791874
2005-10-17,14.67,1190.099976,2054570000.0,10348.1,242.88,14541.349609,0.187731,3.86,3,76.1636862500716,107.214797973633,1186.569946,0.2974986861836282,0.5906288700480378
2005-10-18,15.33,1178.140015,2197010000.0,10285.26,297.59,14597.400391,0.229465,3.85,3,76.1636862500716,122.107887268066,1190.099976,-1.0049543098217817,-0.6072612363622332
2005-10-19,13.5,1195.76001,2703590000.0,10414.13,316.88,14372.759766,0.269698,3.86,3,76.1636862500716,62.6086692810059,1178.140015,1.4955773316977172,1.2529581167612491
2005-10-20,16.11,1177.800049,2617250000.0,10281.1,334.85,14408.94043,0.308447,3.85,3,76.1636862500716,75.1090393066406,1195.76001,-1.5019703661105055,-1.2773990722220518
2005-10-21,16.13,1179.589966,2470920000.0,10215.22,357.93,14487.849609,0.345727,3.87,3,76.1636862500716,91.9427947998047,1177.800049,0.15197121120174018,-0.6407874643763911
2005-10-24,14.74,1199.380005,2197790000.0,10385.0,263.69,14402.349609,0.449893,3.92,2,76.1636862500716,80.5265121459961,1179.589966,1.6777049288667856,1.662029794757247
2005-10-25,14.53,1196.540039,2312470000.0,10377.87,246.96,14424.879883,0.483439,3.93,2,76.1636862500716,72.2981033325195,1199.380005,-0.23678617186885242,-0.06865671641790305
